stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
"436-01","","根岸","","40.540554","141.481497","Z436-01","","0","","","",""
"533-01","","日計","","40.540148","141.478807","Z533-01","","0","","","",""
"159-01","","小田前","","40.539447","141.474027","Z159-01","","0","","","",""
"131-01","","河原木団地","","40.536472","141.475116","Z131-01","","0","","","",""
"132-01","","河原木団地南口","","40.534041","141.477001","Z132-01","","0","","","",""
"345-02","","長寿温泉前","","40.539180","141.471966","Z345-02","","0","","","",""
"157-04","","小田","","40.538771","141.469628","Z157-04","","0","","","",""
"100-04","","高館小学校前","","40.542193","141.465467","Z100-04","","0","","","",""
"511-02","","八戸基地","","40.546272","141.467061","Z511-02","","0","","","",""
"158-02","","小田上","","40.545066","141.470565","Z158-02","","0","","","",""
"534-02","","日計ヶ丘","","40.547513","141.476482","Z534-02","","0","","","",""
"560-02","","官舎入口","","40.549142","141.480453","Z560-02","","0","","","",""
"176-01","","官舎集会所前","","40.547575","141.483427","Z176-01","","0","","","",""
"325-01","","八太郎山","","40.545602","141.482466","Z325-01","","0","","","",""
"560-01","","官舎入口","","40.549069","141.480255","Z560-01","","0","","","",""
"553-01","","シルバークリニック入口","","40.552281","141.482982","Z553-01","","0","","","",""
"245-01","","シルバークリニック","","40.552008","141.483703","Z245-01","","0","","","",""
"534-01","","日計ヶ丘","","40.547563","141.476632","Z534-01","","0","","","",""
"158-01","","小田上","","40.544942","141.470580","Z158-01","","0","","","",""
"511-01","","八戸基地","","40.546274","141.467997","Z511-01","","0","","","",""
"100-03","","高館小学校前","","40.542440","141.465652","Z100-03","","0","","","",""
"157-03","","小田","","40.538897","141.469467","Z157-03","","0","","","",""
"345-01","","長寿温泉前","","40.539280","141.471548","Z345-01","","0","","","",""
"308-01","","多賀台団地","","40.585772","141.442818","Z308-01","","0","","","",""
"233-01","","社宅前","","40.585323","141.440657","Z233-01","","0","","","",""
"309-01","","多賀台西口","","40.584012","141.437890","Z309-01","","0","","","",""
"5-01","","赤畑","","40.577969","141.440373","Z5-01","","0","","","",""
"243-01","","尻引","","40.575309","141.440585","Z243-01","","0","","","",""
"647-01","","陸奥市川駅前","","40.563511","141.440170","Z647-01","","0","","","",""
"646-01","","陸奥市川駅通","","40.564838","141.442148","Z646-01","","0","","","",""
"601-01","","前山","","40.562094","141.447469","Z601-01","","0","","","",""
"137-01","","桔梗野小学校通","","40.559616","141.449977","Z137-01","","0","","","",""
"135-01","","桔梗野","","40.559013","141.450574","Z135-01","","0","","","",""
"802-01","","陸上自衛隊前","","40.555874","141.449478","Z802-01","","0","","","",""
"606-01","","松ヶ丘","","40.551253","141.451266","Z606-01","","0","","","",""
"429-01","","西霊園入口","","40.544992","141.453052","Z429-01","","0","","","",""
"311-01","","高館","","40.543531","141.455674","Z311-01","","0","","","",""
"619-01","","見立山","","40.543440","141.460204","Z619-01","","0","","","",""
"100-01","","高館小学校前","","40.542692","141.464445","Z100-01","","0","","","",""
"15-01","","石堂","","40.529611","141.473182","Z15-01","","0","","","",""
"16-01","","石堂二丁目","","40.527351","141.470484","Z16-01","","0","","","",""
"455-01","","長苗代二丁目","","40.525942","141.468766","Z455-01","","0","","","",""
"277-01","","千田","","40.524378","141.466546","Z277-01","","0","","","",""
"407-01","","長苗代","","40.519733","141.467286","Z407-01","","0","","","",""
"400-01","","内舟渡","","40.518012","141.468158","Z400-01","","0","","","",""
"623-01","","緑ヶ丘","","40.513134","141.473646","Z623-01","","0","","","",""
"420-01","","西売市","","40.512093","141.474514","Z420-01","","0","","","",""
"633-01","","南売市","","40.509567","141.476622","Z633-01","","0","","","",""
"206-01","","桜木町","","40.506893","141.480088","Z206-01","","0","","","",""
"255-02","","新荒町","","40.505745","141.482066","Z255-02","","0","","","",""
"206-02","","桜木町","","40.506798","141.479978","Z206-02","","0","","","",""
"633-02","","南売市","","40.509099","141.476867","Z633-02","","0","","","",""
"420-02","","西売市","","40.510681","141.475503","Z420-02","","0","","","",""
"623-02","","緑ヶ丘","","40.513187","141.473442","Z623-02","","0","","","",""
"400-02","","内舟渡","","40.518324","141.467624","Z400-02","","0","","","",""
"407-02","","長苗代","","40.519618","141.467140","Z407-02","","0","","","",""
"277-02","","千田","","40.524197","141.466400","Z277-02","","0","","","",""
"455-02","","長苗代二丁目","","40.525810","141.468340","Z455-02","","0","","","",""
"16-02","","石堂二丁目","","40.528156","141.471175","Z16-02","","0","","","",""
"15-02","","石堂","","40.530292","141.473746","Z15-02","","0","","","",""
"100-02","","高館小学校前","","40.542258","141.464641","Z100-02","","0","","","",""
"619-02","","見立山","","40.543323","141.460582","Z619-02","","0","","","",""
"311-02","","高館","","40.543432","141.455546","Z311-02","","0","","","",""
"429-02","","西霊園入口","","40.545292","141.452658","Z429-02","","0","","","",""
"606-02","","松ヶ丘","","40.550642","141.451061","Z606-02","","0","","","",""
"802-02","","陸上自衛隊前","","40.554808","141.448449","Z802-02","","0","","","",""
"135-02","","桔梗野","","40.558975","141.450474","Z135-02","","0","","","",""
"137-02","","桔梗野小学校通","","40.560445","141.448989","Z137-02","","0","","","",""
"601-02","","前山","","40.561427","141.447988","Z601-02","","0","","","",""
"646-02","","陸奥市川駅通","","40.564426","141.441941","Z646-02","","0","","","",""
"647-02","","陸奥市川駅前","","40.563505","141.440380","Z647-02","","0","","","",""
"243-02","","尻引","","40.575205","141.440390","Z243-02","","0","","","",""
"5-02","","赤畑","","40.578385","141.440154","Z5-02","","0","","","",""
"309-02","","多賀台西口","","40.584014","141.437678","Z309-02","","0","","","",""
"233-02","","社宅前","","40.585085","141.439780","Z233-02","","0","","","",""
"564-01","","新田","","40.578149","141.428988","Z564-01","","0","","","",""
"563-01","","轟木","","40.576248","141.422126","Z563-01","","0","","","",""
"911-01","","和野","","40.576902","141.431649","Z911-01","","0","","","",""
"230-06","","下長","","40.528355","141.464621","Z230-06","","0","","","",""
"415-02","","南部山公園通","","40.539401","141.451416","Z415-02","","0","","","",""
"501-01","","ハイテクパーク入口","","40.548071","141.438374","Z501-01","","0","","","",""
"49-02","","インテリジェントプラザ","","40.547917","141.436377","Z49-02","","0","","","",""
"500-01","","ハイテクパーク","","40.546247","141.435024","Z500-01","","0","","","",""
"49-01","","インテリジェントプラザ","","40.548289","141.435618","Z49-01","","0","","","",""
"415-01","","南部山公園通","","40.539814","141.451251","Z415-01","","0","","","",""
"230-05","","下長","","40.528854","141.464324","Z230-05","","0","","","",""
"134-01","","願成寺前","","40.585938","141.449172","Z134-01","","0","","","",""
"310-01","","多賀台東口","","40.584350","141.452115","Z310-01","","0","","","",""
"21-01","","市川後","","40.585187","141.453891","Z21-01","","0","","","",""
"20-01","","市川","","40.587547","141.458825","Z20-01","","0","","","",""
"521-01","","浜市川","","40.586724","141.464315","Z521-01","","0","","","",""
"227-01","","下大谷地","","40.584441","141.465920","Z227-01","","0","","","",""
"101-01","","海浜荘前","","40.579733","141.469670","Z101-01","","0","","","",""
"23-01","","市川変電所","","40.575942","141.471584","Z23-01","","0","","","",""
"622-01","","三菱製紙前","","40.572054","141.474422","Z622-01","","0","","","",""
"660-01","","三菱製紙南口","","40.560632","141.480514","Z660-01","","0","","","",""
"174-01","","鉄工団地前","","40.554513","141.485999","Z174-01","","0","","","",""
"274-01","","製錬所前","","40.551394","141.490003","Z274-01","","0","","","",""
"507-01","","東京鉄鋼前","","40.549645","141.491251","Z507-01","","0","","","",""
"126-01","","上浜名谷地","","40.543384","141.495712","Z126-01","","0","","","",""
"523-01","","浜名谷地","","40.541075","141.495665","Z523-01","","0","","","",""
"516-01","","八太郎生活館前","","40.539611","141.491229","Z516-01","","0","","","",""
"516-02","","八太郎生活館前","","40.539666","141.491340","Z516-02","","0","","","",""
"523-02","","浜名谷地","","40.541292","141.495505","Z523-02","","0","","","",""
"126-02","","上浜名谷地","","40.543724","141.495313","Z126-02","","0","","","",""
"507-02","","東京鉄鋼前","","40.549401","141.491159","Z507-02","","0","","","",""
"274-02","","製錬所前","","40.551721","141.489509","Z274-02","","0","","","",""
"174-02","","鉄工団地前","","40.554311","141.486111","Z174-02","","0","","","",""
"660-02","","三菱製紙南口","","40.561890","141.479536","Z660-02","","0","","","",""
"622-02","","三菱製紙前","","40.572778","141.473619","Z622-02","","0","","","",""
"23-02","","市川変電所","","40.575990","141.471286","Z23-02","","0","","","",""
"101-02","","海浜荘前","","40.579938","141.469464","Z101-02","","0","","","",""
"227-02","","下大谷地","","40.583810","141.466419","Z227-02","","0","","","",""
"521-02","","浜市川","","40.586373","141.464585","Z521-02","","0","","","",""
"20-02","","市川","","40.587240","141.458492","Z20-02","","0","","","",""
"21-02","","市川後","","40.585270","141.454345","Z21-02","","0","","","",""
"310-02","","多賀台東口","","40.584180","141.451322","Z310-02","","0","","","",""
"134-02","","願成寺前","","40.585728","141.449303","Z134-02","","0","","","",""
"23-03","","市川変電所","","40.576409","141.470266","Z23-03","","0","","","",""
"136-02","","桔梗野工業団地","","40.572849","141.462824","Z136-02","","0","","","",""
"232-01","","車検登録事務所","","40.570388","141.458079","Z232-01","","0","","","",""
"332-01","","堤下","","40.568101","141.454930","Z332-01","","0","","","",""
"510-01","","八戸工科学院前","","40.567382","141.455571","Z510-01","","0","","","",""
"232-02","","車検登録事務所","","40.569010","141.458312","Z232-02","","0","","","",""
"136-01","","桔梗野工業団地","","40.572910","141.462484","Z136-01","","0","","","",""
"332-02","","堤下","","40.569294","141.455971","Z332-02","","0","","","",""
"310-03","","多賀台東口","","40.583583","141.451413","Z310-03","","0","","","",""
"22-01","","市川中学校前","","40.579413","141.443732","Z22-01","","0","","","",""
"22-02","","市川中学校前","","40.579708","141.444208","Z22-02","","0","","","",""
"509-01","","八戸駅","","40.508756","141.431944","Z509-01","","0","","","","1"
"24-01","","一番町","","40.508163","141.434858","Z24-01","","0","","","",""
"153-01","","合同庁舎前","","40.509574","141.440688","Z153-01","","0","","","",""
"543-01","","二日市","","40.510844","141.445800","Z543-01","","0","","","",""
"47-01","","卸センター通","","40.512055","141.449966","Z47-01","","0","","","",""
"272-01","","整備団地前","","40.510177","141.452616","Z272-01","","0","","","",""
"439-01","","根城大橋","","40.504912","141.457902","Z439-01","","0","","","",""
"303-04","","平中通","","40.501916","141.481269","Z303-04","","0","","","",""
"441-02","","根城三丁目","","40.502288","141.475904","Z441-02","","0","","","",""
"445-02","","根城六丁目","","40.502592","141.471403","Z445-02","","0","","","",""
"444-02","","根城七丁目","","40.502815","141.468082","Z444-02","","0","","","",""
"278-02","","総合福祉会館前","","40.503092","141.465310","Z278-02","","0","","","",""
"443-02","","報恩会館　根城前","","40.503850","141.461915","Z443-02","","0","","","",""
"439-02","","根城大橋","","40.504781","141.457798","Z439-02","","0","","","",""
"272-02","","整備団地前","","40.510183","141.452389","Z272-02","","0","","","",""
"47-02","","卸センター通","","40.511920","141.450157","Z47-02","","0","","","",""
"543-02","","二日市","","40.510707","141.445973","Z543-02","","0","","","",""
"153-02","","合同庁舎前","","40.509243","141.440107","Z153-02","","0","","","",""
"24-02","","一番町","","40.508001","141.434771","Z24-02","","0","","","",""
"509-03","","八戸駅","","40.508625","141.431505","Z509-03","","0","","","","2"
"422-01","","西高校前","","40.511194","141.424694","Z422-01","","0","","","",""
"658-01","","高田","","40.507556","141.422333","Z658-01","","0","","","",""
"700-01","","矢沢","","40.506167","141.426000","Z700-01","","0","","","",""
"421-01","","西公園前","","40.505905","141.429841","Z421-01","","0","","","",""
"421-02","","西公園前","","40.506016","141.430034","Z421-02","","0","","","",""
"700-02","","矢沢","","40.506083","141.426250","Z700-02","","0","","","",""
"658-02","","高田","","40.507556","141.422083","Z658-02","","0","","","",""
"438-01","","根城","","40.507728","141.465744","Z438-01","","0","","","",""
"221-01","","司法センター前","","40.507978","141.467556","Z221-01","","0","","","",""
"442-01","","根城小学校前","","40.508264","141.473256","Z442-01","","0","","","",""
"653-01","","新組町","","40.507511","141.477178","Z653-01","","0","","","",""
"653-02","","新組町","","40.507330","141.477430","Z653-02","","0","","","",""
"442-02","","根城小学校前","","40.508064","141.473844","Z442-02","","0","","","",""
"221-02","","司法センター前","","40.508064","141.469233","Z221-02","","0","","","",""
"438-02","","根城","","40.507675","141.466311","Z438-02","","0","","","",""
"326-01","","中央市場","","40.527686","141.452135","Z326-01","","0","","","",""
"46-01","","卸センター入口","","40.522633","141.448744","Z46-01","","0","","","",""
"406-01","","メディカルコート八戸西病院","","40.516323","141.450087","Z406-01","","0","","","",""
"47-03","","卸センター通","","40.513325","141.451048","Z47-03","","0","","","",""
"328-01","","長者小学校前","","40.503018","141.484670","Z328-01","","0","","","",""
"339-01","","図書館前","","40.504743","141.487115","Z339-01","","0","","","",""
"238-01","","常泉下","","40.505818","141.489271","Z238-01","","0","","","",""
"225-02","","鍛冶町","","40.506494","141.491871","Z225-02","","0","","","",""
"47-04","","卸センター通","","40.513105","141.450905","Z47-04","","0","","","",""
"406-02","","メディカルコート八戸西病院","","40.516272","141.449889","Z406-02","","0","","","",""
"46-02","","卸センター入口","","40.521294","141.448400","Z46-02","","0","","","",""
"46-03","","卸センター入口","","40.522119","141.449148","Z46-03","","0","","","",""
"45-01","","卸センター","","40.523117","141.452095","Z45-01","","0","","","",""
"46-04","","卸センター入口","","40.521971","141.449057","Z46-04","","0","","","",""
"269-01","","聖ウルスラ学院","","40.490400","141.449506","Z269-01","","0","","","",""
"150-01","","高専前","","40.492414","141.450350","Z150-01","","0","","","",""
"321-01","","田面木小学校前","","40.497149","141.448538","Z321-01","","0","","","",""
"320-01","","田面木","","40.498960","141.448505","Z320-01","","0","","","",""
"607-01","","松園町","","40.501469","141.453233","Z607-01","","0","","","",""
"520-01","","馬場","","40.503807","141.457642","Z520-01","","0","","","",""
"520-02","","馬場","","40.503645","141.457845","Z520-02","","0","","","",""
"607-02","","松園町","","40.501187","141.453213","Z607-02","","0","","","",""
"320-02","","田面木","","40.499028","141.449833","Z320-02","","0","","","",""
"321-02","","田面木小学校前","","40.497017","141.448789","Z321-02","","0","","","",""
"150-02","","高専前","","40.492406","141.450489","Z150-02","","0","","","",""
"655-02","","南田面木","","40.489917","141.452017","Z655-02","","0","","","",""
"558-02","","白山台中学校前","","40.480760","141.453655","Z558-02","","0","","","",""
"512-01","","八戸ニュータウン","","40.478581","141.456044","Z512-01","","0","","","",""
"452-01","","西白山台","","40.476700","141.458511","Z452-01","","0","","","",""
"449-01","","ニュータウン南","","40.476506","141.461733","Z449-01","","0","","","",""
"341-01","","南白山台","","40.476475","141.464733","Z341-01","","0","","","",""
"555-01","","白山浄水場前","","40.477393","141.465727","Z555-01","","0","","","",""
"282-01","","水道企業団前","","40.480264","141.466611","Z282-01","","0","","","",""
"322-01","","丹後平","","40.481546","141.466032","Z322-01","","0","","","",""
"432-01","","ニュータウン中央","","40.482005","141.461347","Z432-01","","0","","","",""
"152-01","","東白山台","","40.486406","141.466067","Z152-01","","0","","","",""
"634-01","","北白山台","","40.489414","141.467144","Z634-01","","0","","","",""
"173-01","","グランドサンピア八戸","","40.488369","141.468578","Z173-01","","0","","","",""
"547-01","","根城エレンシア前","","40.493405","141.470610","Z547-01","","0","","","",""
"519-01","","羽仁記念館前","","40.495792","141.470426","Z519-01","","0","","","",""
"413-01","","鍋久保","","40.499144","141.472370","Z413-01","","0","","","",""
"445-03","","根城六丁目","","40.501636","141.472773","Z445-03","","0","","","",""
"440-01","","根城五丁目","","40.506491","141.472342","Z440-01","","0","","","",""
"440-02","","根城五丁目","","40.506357","141.472485","Z440-02","","0","","","",""
"445-04","","根城六丁目","","40.501752","141.472874","Z445-04","","0","","","",""
"413-02","","鍋久保","","40.499326","141.472851","Z413-02","","0","","","",""
"519-02","","羽仁記念館前","","40.495733","141.470651","Z519-02","","0","","","",""
"547-02","","根城エレンシア前","","40.493667","141.470884","Z547-02","","0","","","",""
"634-02","","北白山台","","40.489278","141.467411","Z634-02","","0","","","",""
"152-02","","東白山台","","40.486406","141.466311","Z152-02","","0","","","",""
"432-02","","ニュータウン中央","","40.482083","141.461411","Z432-02","","0","","","",""
"322-02","","丹後平","","40.481619","141.466167","Z322-02","","0","","","",""
"282-02","","水道企業団前","","40.480475","141.467044","Z282-02","","0","","","",""
"555-02","","白山浄水場前","","40.477889","141.465922","Z555-02","","0","","","",""
"341-02","","南白山台","","40.476332","141.464732","Z341-02","","0","","","",""
"449-02","","ニュータウン南","","40.476397","141.461733","Z449-02","","0","","","",""
"452-02","","西白山台","","40.476547","141.458478","Z452-02","","0","","","",""
"512-02","","八戸ニュータウン","","40.479010","141.455279","Z512-02","","0","","","",""
"558-01","","白山台中学校前","","40.480791","141.453416","Z558-01","","0","","","",""
"655-01","","南田面木","","40.489753","141.451933","Z655-01","","0","","","",""
"966-01","","種差海岸駅","","40.507038","141.607422","Z966-01","","0","","","",""
"958-01","","白浜海水浴場前","","40.519550","141.586394","Z958-01","","0","","","",""
"957-01","","大須賀海岸","","40.531942","141.580852","Z957-01","","0","","","",""
"956-01","","中須賀","","40.534500","141.579533","Z956-01","","0","","","",""
"955-02","","葦毛崎展望台前","","40.538646","141.579271","Z955-02","","0","","","",""
"953-02","","水産科学館前","","40.540210","141.563098","Z953-02","","0","","","",""
"952-02","","蕪島海浜公園","","40.537045","141.558972","Z952-02","","0","","","",""
"967-02","","遊覧船乗り場前","","40.535426","141.557565","Z967-02","","0","","","",""
"967-01","","遊覧船乗り場前","","40.535720","141.557704","Z967-01","","0","","","",""
"952-01","","蕪島海浜公園","","40.537134","141.558929","Z952-01","","0","","","",""
"953-01","","水産科学館前","","40.540263","141.563295","Z953-01","","0","","","",""
"955-01","","葦毛崎展望台前","","40.538645","141.579385","Z955-01","","0","","","",""
"962-01","","深久保","","40.514779","141.600840","Z962-01","","0","","","",""
"343-01","","館鼻漁港前","","40.527468","141.529408","Z343-01","","0","","","",""
"343-02","","館鼻漁港前","","40.527766","141.528918","Z343-02","","0","","","",""
"648-01","","陸奥湊駅前","","40.523368","141.527248","Z648-01","","0","","","",""
"702-02","","柳町","","40.522786","141.524419","Z702-02","","0","","","",""
